Wavelength	600	597	594	591	588	585	582	579	576	573	570	567	564	561	558	555
213.874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
217.047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
220.222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
223.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
226.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
229.763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
232.948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236.135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239.325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
242.518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
245.712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
248.909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
252.109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
255.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
258.514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
261.721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
