Kingdom	Phylum	Class	Order	Family	Genus	Species	Full_name	Heterotroph	Autotroph	Organotroph	Lithotroph	Chemotroph	Phototroph	Copiotroph_Diazotroph	Methylotroph	Oligotroph
Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium	cryptum	Acidiphilium cryptum Harrison 1981	1	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseococcus	thiosulfatophilus	Roseococcus thiosulfatophilus Yurkov et al. 1994	0.25	0	0.25	0	0.25	0.25	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillales_Incertae_Sedis	Stella	humosa	Stella humosa Vasilyeva 1985	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillales_Incertae_Sedis	Stella	vacuolata	Stella vacuolata Vasilyeva 1985	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidisoma	tundrae	Acidisoma tundrae Belova et al. 2009	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidisoma	sibiricum	Acidisoma sibiricum Belova et al. 2009	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Succinispira	mobilis	Succinispira mobilis Janssen and O'Farrell 1999	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidimicrobium	ferrooxidans	Acidimicrobium ferrooxidans Clark and Norris 1996 emend. Nouioui et al. 2018	0.5	0.5	0	0	0	0	0	0	0
Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	rosea	Granulicella rosea Pankratov and Dedysh 2010	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	pectinivorans	Granulicella pectinivorans Pankratov and Dedysh 2010	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	aggregans	Granulicella aggregans Pankratov and Dedysh 2010	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	paludicola	Granulicella paludicola Pankratov and Dedysh 2010	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Telmatobacter	bradus	Telmatobacter bradus Pankratov et al. 2012	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Bryocella	elongata	Bryocella elongata Dedysh et al. 2012	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	media	Aeromonas media Allen et al. 1983	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	encheleia	Aeromonas encheleia Esteve et al. 1995 emend. Huys et al. 1997	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	simiae	Aeromonas simiae Harf-Monteil et al. 2004	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	popoffii	Aeromonas popoffii Huys et al. 1997	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Brackiella	oedipodis	Brackiella oedipodis Willems et al. 2002	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Oligella	urethralis	Oligella urethralis (Lautrop et al. 1970) Rossau et al. 1987	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Bordetella	avium	Bordetella avium Kersters et al. 1984	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Aestuariibacter	halophilus	Aestuariibacter halophilus Yi et al. 2004	0.5	0	0	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Aestuariibacter	salexigens	Aestuariibacter salexigens Yi et al. 2004	0.5	0	0	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	addita	Alteromonas addita Ivanova et al. 2005	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	genovensis	Alteromonas genovensis Vandecandelaere et al. 2008	1	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola	pallidula	Glaciecola pallidula Bowman et al. 1998	0.5	0	0	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Saccharophagus	degradans	Saccharophagus degradans Ekborg et al. 2005	1	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Marinobacteraceae	Marinobacter	sediminum	Marinobacter sediminum Romanenko et al. 2005	1	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Marinobacteraceae	Marinobacter	bryozoorum	Marinobacter bryozoorum Romanenko et al. 2005	1	0	0	0	0	0	0	0	0
Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenobacter	thermophilus	Hydrogenobacter thermophilus Kawasumi et al. 1984	0	0	0	0.5	0.5	0	0	0	0
Bacteria	Aquificae	Aquificae	Hydrogenothermales	Hydrogenothermaceae	Persephonella	marina	Persephonella marina GÃ¶tz et al. 2002	0	0.333333333	0	0.333333333	0.333333333	0	0	0	0
Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Thermocrinis	minervae	Thermocrinis minervae Caldwell et al. 2010	0	0	0	0.5	0.5	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	azotoformans	Bacillus azotoformans (ex Pichinoty et al. 1976) Pichinoty et al. 1983	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	safensis	Bacillus safensis Satomi et al. 2006	0.5	0	0	0	0.5	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Halobacillus	halophilus	Halobacillus halophilus (Claus et al. 1984) Spring et al. 1996	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Halobacillus	trueperi	Halobacillus trueperi Spring et al. 1996	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Halobacillus	litoralis	Halobacillus litoralis Spring et al. 1996	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Paraliobacillus	quinghaiensis	Paraliobacillus quinghaiensis Chen et al. 2009	0.333333333	0	0.333333333	0	0.333333333	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Vulcanibacillus	modesticaldus	Vulcanibacillus modesticaldus L'Haridon et al. 2006	0.333333333	0	0.333333333	0	0.333333333	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Amphibacillus	xylanus	Amphibacillus xylanus Niimura et al. 1990	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	stearothermophilus	Geobacillus stearothermophilus (Donk 1920) Nazina et al. 2001 emend. Coorevits et al. 2012	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	kaustophilus	Geobacillus kaustophilus (Priest et al. 1989) Nazina et al. 2001	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Parageobacillus	thermantarcticus	Parageobacillus thermantarcticus (Nicolaus et al. 2002) Aliyu et al. 2019	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	uzenensis	Geobacillus uzenensis Nazina et al. 2001	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	lituanicus	Geobacillus lituanicus Kuisiene et al. 2004	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	jurassicus	Geobacillus jurassicus Nazina et al. 2005 emend. Coorevits et al. 2012	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Gracilibacillus	dipsosauri	Gracilibacillus dipsosauri (Lawson et al. 1996) WainÃ¸ et al. 1999	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Gracilibacillus	halotolerans	Gracilibacillus halotolerans WainÃ¸ et al. 1999	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus	olivae	Virgibacillus olivae Quesada et al. 2007	1	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Chelatococcus	sambhunathii	Chelatococcus sambhunathii Panday and Das 2010	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Bogoriellaceae	Georgenia	ruanii	Georgenia ruanii Li et al. 2007	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	thiooxidans	Bosea thiooxidans Das et al. 1996	0.333333333	0	0	0.333333333	0.333333333	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Rhodoblastus	sphagnicola	Rhodoblastus sphagnicola Kulichevskaya et al. 2006	0.25	0.25	0.25	0	0	0.25	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	tepidamans	Rhodoplanes tepidamans Hiraishi and Okamura 2017	0	0	0	0.5	0	0.5	1	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ochrobactrum	anthropi	Ochrobactrum anthropi Holmes et al. 1988	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Limnobacter	thiooxidans	Limnobacter thiooxidans Spring et al. 2001	0	0.333333333	0	0.333333333	0.333333333	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Pandoraea	thiooxydans	Pandoraea thiooxydans Anandham et al. 2010	0	0.333333333	0	0.333333333	0.333333333	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Polynucleobacter	asymbioticus	Polynucleobacter asymbioticus (Hahn et al. 2009) Hahn et al. 2016	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Polynucleobacter	sinensis	Polynucleobacter sinensis Hahn et al. 2016	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Polynucleobacter	yangtzensis	Polynucleobacter yangtzensis Hahn et al. 2016	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Polynucleobacter	duraquae	Polynucleobacter duraquae Hahn et al. 2016	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Polynucleobacter	victoriensis	Polynucleobacter victoriensis Hahn et al. 2017	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Polynucleobacter	cosmopolitanus	Polynucleobacter cosmopolitanus Hahn et al. 2010	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Polynucleobacter	acidiphobus	Polynucleobacter acidiphobus Hahn et al. 2011	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Polynucleobacter	rarus	Polynucleobacter rarus Hahn et al. 2011	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Polynucleobacter	difficilis	Polynucleobacter difficilis Hahn et al. 2012	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	immobile	Phenylobacterium immobile Lingens et al. 1985	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Bacteroidetes	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobaculum	tepidum	Chlorobaculum tepidum (Wahlund et al. 1996) Imhoff 2003	0	0	0	0	0	1	0	0	0
Bacteria	Bacteroidetes	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobaculum	limnaeum	Chlorobaculum limnaeum Imhoff 2003	0	0	0	0	0	1	0	0	0
Bacteria	Bacteroidetes	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobaculum	parvum	Chlorobaculum parvum Imhoff 2003	0	0	0	0	0	1	0	0	0
Bacteria	Bacteroidetes	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobaculum	thiosulfatiphilum	Chlorobaculum thiosulfatiphilum Imhoff 2003	0	0	0	0	0	1	0	0	0
Bacteria	Bacteroidetes	Chlorobia	Chlorobiales	Chlorobiaceae	Prosthecochloris	vibrioformis	Prosthecochloris vibrioformis (Pelsh 1936) Imhoff 2003	0	0	0	0	0	1	0	0	0
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexus	castenholzii	Roseiflexus castenholzii Hanada et al. 2002 emend. Nouioui et al. 2018	0.25	0	0.25	0	0.25	0.25	0	0	0
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	aggregans	Chloroflexus aggregans Hanada et al. 1995	0.25	0	0.25	0	0.25	0.25	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Gottschalkia	acidurici	Gottschalkia acidurici (Liebert 1909) Poehlein et al. 2017	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerotignum	propionicum	Anaerotignum propionicum (Cardon and Barker 1946) Ueki et al. 2017	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Gottschalkia	purinilytica	Gottschalkia purinilytica (DÃ_rre et al. 1981) Poehlein et al. 2017	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Maledivibacter	halophilus	Maledivibacter halophilus (Fendrich et al. 1991) Li et al. 2016	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerotignum	neopropionicum	Anaerotignum neopropionicum (Tholozan et al. 1995) Ueki et al. 2017	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerotignum	lactatifermentans	Anaerotignum lactatifermentans (van der Wielen et al. 2002) Ueki et al. 2017	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Hungateiclostridium	clariflavum	Hungateiclostridium clariflavum (Shiratori et al. 2009) Zhang et al. 2018	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Hydrogenophaga	palleronii	Hydrogenophaga palleronii (Davis 1970) Willems et al. 1989	0	0.25	0.25	0.25	0.25	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Hydrogenophaga	pseudoflava	Hydrogenophaga pseudoflava (Auling et al. 1978) Willems et al. 1989	0	0.25	0.25	0.25	0.25	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Hydrogenophaga	taeniospiralis	Hydrogenophaga taeniospiralis (Lalucat et al. 1982) Willems et al. 1989	0	0.25	0.25	0.25	0.25	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Polaromonas	naphthalenivorans	Polaromonas naphthalenivorans Jeon et al. 2004	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Polaromonas	hydrogenivorans	Polaromonas hydrogenivorans Sizova and Panikov 2007	0	0	0.333333333	0.333333333	0.333333333	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Verminephrobacter	eiseniae	Verminephrobacter eiseniae Pinel et al. 2012	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Limnohabitans	curvus	Limnohabitans curvus Hahn et al. 2010	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Limnohabitans	australis	Limnohabitans australis Hahn et al. 2010	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Limnohabitans	parvus	Limnohabitans parvus KasalickÃ_ et al. 2010	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Limnohabitans	planktonicus	Limnohabitans planktonicus KasalickÃ_ et al. 2010	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	efficiens	Corynebacterium efficiens Fudou et al. 2002 emend. Nouioui et al. 2018	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Dyadobacter	fermentans	Dyadobacter fermentans Chelius and Triplett 2000 emend. Hahnke et al. 2016	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Microscilla	marina	Microscilla marina (Pringsheim 1951) Lewin 1969 emend. Hahnke et al. 2016	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Deferribacter	desulfuricans	Deferribacter desulfuricans Takai et al. 2003	1	0	0	0	0	0	0	0	0
Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcacea	Deinobacterium	chartae	Deinobacterium chartae Ekman et al. 2011	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfofrigus	fragile	Desulfofrigus fragile Knoblauch et al. 1999	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfofrigus	oceanense	Desulfofrigus oceanense Knoblauch et al. 1999	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfopila	inferna	Desulfopila inferna Gittel et al. 2010	0	0.333333333	0	0.333333333	0.333333333	0	0	0	0
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfohalobiaceae	Desulfonatronovibrio	hydrogenovorans	Desulfonatronovibrio hydrogenovorans Zhilina et al. 1997	0.333333333	0	0	0.333333333	0.333333333	0	0	0	0
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfonatronaceae	Desulfonatronum	thiodismutans	Desulfonatronum thiodismutans Pikuta et al. 2003	0.333333333	0	0	0.333333333	0.333333333	0	0	0	0
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfonatronaceae	Desulfonatronum	cooperativum	Desulfonatronum cooperativum Zhilina et al. 2005	0	0	0	1	0	0	0	0	0
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	psychrotolerans	Desulfovibrio psychrotolerans Sasi Jyothsna et al. 2008	0.333333333	0	0.333333333	0	0.333333333	0	0	0	0
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromusa	ferrireducens	Desulfuromusa ferrireducens Vandieken et al. 2006	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	svalbardensis	Desulfuromonas svalbardensis Vandieken et al. 2006	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Dictyoglomi	Dictyoglomia	Dictyoglomales	Dictyoglomaceae	Dictyoglomus	turgidum	Dictyoglomus turgidum corrig. Svetlichny and SvetlichnayÃ¡ 1995	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Dietziaceae	Dietzia	maris	Dietzia maris (Nesterenko et al. 1982) Rainey et al. 1995 emend. Nouioui et al. 2018	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	litoralis	Erythrobacter litoralis Yurkov et al. 1994	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aequorivita	sublithincola	Aequorivita sublithincola Bowman and Nichols 2002	0.5	0	0	0	0.5	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Cellulophaga	lytica	Cellulophaga lytica (Lewin 1969) Johansen et al. 1999 emend. Hahnke et al. 2016	0.5	0	0	0	0.5	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Cellulophaga	algicola	Cellulophaga algicola Bowman 2000 emend. Hahnke et al. 2016	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Mesonia	algae	Mesonia algae Nedashkovskaya et al. 2003	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Mesonia	mobilis	Mesonia mobilis Nedashkovskaya et al. 2006	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Robiginitalea	biformata	Robiginitalea biformata Cho and Giovannoni 2004 emend. Hahnke et al. 2016	0.5	0	0	0	0.5	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Ulvibacter	litoralis	Ulvibacter litoralis Nedashkovskaya et al. 2004	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Halothiobacillales	Halothiobacillaceae	Halothiobacillus	neapolitanus	Halothiobacillus neapolitanus (Parker 1957) Kelly and Wood 2000 emend. Boden 2017	0	0.333333333	0	0.333333333	0.333333333	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Thioalkalibacteraceae	Guyparkeria	halophila	Guyparkeria halophila (Wood and Kelly 1995) Boden 2017	0	0.333333333	0	0.333333333	0.333333333	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Thioalkalibacteraceae	Guyparkeria	hydrothermalis	Guyparkeria hydrothermalis (Durand et al. 1997) Boden 2017	0	0.333333333	0	0.333333333	0.333333333	0	0	0	0
Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Thiobacillaceae	Annwoodia	aquaesulis	Annwoodia aquaesulis (Wood and Kelly 1995) Boden et al. 2017	0.25	0.25	0	0.25	0.25	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia	baltica	Hirschia baltica Schlesner et al. 1990	0.5	0	0	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thiomicrospira	aerophila	Thiomicrospira aerophila (Sorokin et al. 2001) Boden et al. 2017	0	0.333333333	0	0.333333333	0.333333333	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thiomicrospira	sibirica	Thiomicrospira sibirica (Sorokin et al. 2001) Boden et al. 2017	0	0.333333333	0	0.333333333	0.333333333	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thiomicrospira	cyclica	Thiomicrospira cyclica (Sorokin et al. 2002) Boden et al. 2017	0	0.333333333	0	0.333333333	0.333333333	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thiomicrospira	microaerophila	Thiomicrospira microaerophila (Sorokin et al. 2007) Boden et al. 2017	0	0.333333333	0	0.333333333	0.333333333	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Hydrogenovibrio	kuenenii	Hydrogenovibrio kuenenii (Brinkhoff et al. 1999) Boden et al. 2017	0	0.333333333	0	0.333333333	0.333333333	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thiomicrorhabdus	frisia	Thiomicrorhabdus frisia (Brinkhoff et al. 1999) Boden et al. 2017	0	0.333333333	0	0.333333333	0.333333333	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thiomicrorhabdus	chilensis	Thiomicrorhabdus chilensis (Brinkhoff et al. 1999) Boden et al. 2017	0	0.333333333	0	0.333333333	0.333333333	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thiomicrorhabdus	arctica	Thiomicrorhabdus arctica (Knittel et al. 2005) Boden et al. 2017	0	0.333333333	0	0.333333333	0.333333333	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thiomicrorhabdus	psychrophila	Thiomicrorhabdus psychrophila (Knittel et al. 2005) Boden et al. 2017	0	0.333333333	0	0.333333333	0.333333333	0	0	0	0
