Kingdom	Phylum	Class	Order	Family	Genus	Species	Full_name	Heterotroph	Autotroph	Organotroph	Lithotroph	Chemotroph	Phototroph	Copiotroph_Diazotroph	Methylotroph	Oligotroph
Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Flaviaesturariibacter	luteus	Flaviaesturariibacter luteus Pascual et al. 2017	0.333333333	0	0.333333333	0	0.333333333	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Marinisporobacter	balticus	Marinisporobacter balticus Vandieken et al. 2017	1	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_2	Alkaliphilus	namsaraevii	Alkaliphilus namsaraevii Zakharyuk et al. 2017	0.333333333	0	0.333333333	0	0.333333333	0	0	0	0
Bacteria	Aquificae	Desulfurobacteriia	Desulfurobacteriales	Desulfurobacteriaceae	Desulfurobacterium	indicum	Desulfurobacterium indicum Cao et al. 2017	0	0.333333333	0	0.333333333	0.333333333	0	0	0	0
Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	Silvanigrella	aquatica	Silvanigrella aquatica Hahn et al. 2017	0.333333333	0	0.333333333	0	0.333333333	0	0	0	0
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Saonia	flava	Saonia flava Fagervold et al. 2017	0.333333333	0	0.333333333	0	0.333333333	0	0	0	0
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Oceanispirochaeta	sediminicola	Oceanispirochaeta sediminicola Subhash and Lee 2017	0.333333333	0	0.333333333	0	0.333333333	0	0	0	0
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	senegalensis	Desulfovibrio senegalensis Thioye et al. 2017	1	0	0	0	0	0	0	0	0
Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Mariniblastus	fucicola	Mariniblastus fucicola Lage et al. 2017	0.5	0	0	0	0.5	0	0	0	0
Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalogenimonas	formicexedens	Dehalogenimonas formicexedens Key et al. 2017	0	0	0	0	1	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Endothiovibrio	diazotrophicus	Endothiovibrio diazotrophicus Bazylinski et al. 2017	0	0.333333333	0	0.333333333	0.333333333	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphobacterium	vulgare	Hyphobacterium vulgare Sun et al. 2017	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Rhodothermaeota	Rhodothermia	Rhodothermales	Salisaetaceae	Longibacter	salinarum	Longibacter salinarum Xia et al. 2016	1	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Lutimaribacter	marinistellae	Lutimaribacter marinistellae Zhang et al. 2016	1	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	pocheonensis	Mucilaginibacter pocheonensis Zhao et al. 2016	1	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	soyangense	Flavobacterium soyangense Nam et al. 2017	0.5	0	0	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Aliidiomarina	sedimenti	Aliidiomarina sedimenti Shahinpei et al. 2017	1	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea	crassostreae	Thalassotalea crassostreae Choi et al. 2017	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	helmanticense	Mesorhizobium helmanticense Marcos-GarcÃ_a et al. 2017	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiorhodococcus	alkaliphilus	Thiorhodococcus alkaliphilus Prathyash Ushus et al. 2017	0.2	0.2	0	0.2	0.2	0.2	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodovibrionales	Kiloniellaceae	Kiloniella	antarctica	Kiloniella antarctica Si et al. 2017	0.5	0	0	0	0.5	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Anaeromicrobium	sediminis	Anaeromicrobium sediminis Zhang et al. 2017	1	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Chryseomicrobium	palamuruense	Chryseomicrobium palamuruense Pindi et al. 2016	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	japonicus	Cellvibrio japonicus Humphry et al. 2003	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Chloroflexi	Anaerolineae	Thermoflexales	Thermoflexaceae	Thermoflexus	hugenholtzii	Thermoflexus hugenholtzii Dodsworth et al. 2014 emend. Nouioui et al. 2018	0.5	0	0	0	0.5	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Cumulibacter	manganitolerans	Cumulibacter manganitolerans Huang et al. 2017	0.5	0	0	0	0.5	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	fluminis	Flavobacterium fluminis Ahn et al. 2017	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Dictyobacteraceae	Dictyobacter	aurantiacus	Dictyobacter aurantiacus Yabe et al. 2017	1	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	piratica	Pseudoalteromonas piratica Beurmann et al. 2017	1	0	0	0	0	0	0	0	0
Bacteria	Rhodothermaeota	Rhodothermia	Rhodothermales	Salisaetaceae	Natronospira	proteinivora	Natronospira proteinivora Sorokin et al. 2017	0.5	0	0.5	0	0	0	0	0	0
Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Isosphaeraceae	Tundrisphaera	lichenicola	Tundrisphaera lichenicola Kulichevskaya et al. 2017	0.5	0	0	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Polynucleobacter	sphagniphilus	Polynucleobacter sphagniphilus Hahn et al. 2017	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	azollae	Rhodobacter azollae Suresh et al. 2017	0.333333333	0	0.333333333	0	0	0.333333333	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amylibacter	cionae	Amylibacter cionae Wang et al. 2017	0	0.333333333	0	0.333333333	0.333333333	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	palustris	Vibrio palustris Lucena et al. 2017	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	spartinae	Vibrio spartinae Lucena et al. 2017	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	ipomoeae	Novosphingobium ipomoeae Chen et al. 2017	0.5	0	0	0	0.5	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerotignum	aminivorans	Anaerotignum aminivorans Ueki et al. 2017	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Consotaella	salsifontis	Consotaella salsifontis DÃ_az-CÃ¡rdenas et al. 2017	0.5	0	0	0	0.5	0	0	0	0
Bacteria	Bacteroidetes	Rhodothermia	Rhodothermales	Rhodothermaceae	Longimonas	haloalkaliphila	Longimonas haloalkaliphila Sorokin et al. 2017	0.5	0	0.5	0	0	0	0	0	0
Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	gellanilyticus	Luteolibacter gellanilyticus Pascual et al. 2017	0.333333333	0	0.333333333	0	0.333333333	0	0	0	0
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Marispirochaeta	aestuarii	Marispirochaeta aestuarii Shivani et al. 2017	0.333333333	0	0.333333333	0	0.333333333	0	0	0	0
Bacteria	Rhodothermaeota	Rhodothermia	Rhodothermales	Salisaetaceae	Natronotalea	proteinilytica	Natronotalea proteinilytica Sorokin et al. 2017	0.5	0	0.5	0	0	0	0	0	0
Bacteria	Proteobacteria	Betaproteobacteria	Bukholderiales	Comamonadaceae	Oryzisolibacter	propanilivorax	Oryzisolibacter propanilivorax Vaz-Moreira et al. 2017	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cribrihabitans	pelagius	Cribrihabitans pelagius Yoon et al. 2016	0.5	0	0	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Comamonas	sediminis	Comamonas sediminis Subhash et al. 2016	0.333333333	0	0.333333333	0	0.333333333	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Variovorax	humicola	Variovorax humicola Nguyen and Kim 2016	0	0.333333333	0	0.333333333	0.333333333	0	0	0	0
Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Thermosporothrix	narukonensis	Thermosporothrix narukonensis Yabe et al. 2016	1	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Aliidiomarina	iranensis	Aliidiomarina iranensis Amoozegar et al. 2016	1	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Leeuwenhoekiella	nanhaiensis	Leeuwenhoekiella nanhaiensis Liu et al. 2016	1	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Membranicola	marinus	Membranicola marinus Li et al. 2016	1	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	piscinae	Novosphingobium piscinae Sheu et al. 2016	0.5	0	0	0	0.5	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Paraclostridium	benzoelyticum	Paraclostridium benzoelyticum Sasi Jyothsna et al. 2016	0.333333333	0	0.333333333	0	0.333333333	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	colocasiae	Novosphingobium colocasiae Chen et al. 2016	0.5	0	0	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodovibrionales	Kiloniellaceae	Tagaea	marina	Tagaea marina Jean et al. 2016	0.5	0	0	0	0.5	0	0	0	0
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Thermostilla	marina	Thermostilla marina Slobodkina et al. 2016	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Tianweitania	sediminis	Tianweitania sediminis Han et al. 2016	0.5	0	0	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	fontis	Novosphingobium fontis Sheu et al. 2017	0.5	0	0	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	mangrovi	Paracoccus mangrovi Chen et al. 2017	0.5	0	0	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	wadenswilerensis	Pseudomonas wadenswilerensis Frasson et al. 2017	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	reidholzensis	Pseudomonas reidholzensis Frasson et al. 2017	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Henriciella	barbarensis	Henriciella barbarensis Abraham et al. 2017	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Henriciella	algicola	Henriciella algicola Abraham et al. 2017	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Planktosalinus	lacus	Planktosalinus lacus Zhong et al. 2016	1	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Psychroflexus	salis	Psychroflexus salis Zhong et al. 2016	1	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Frankia	asymbiotica	Frankia asymbiotica Nouioui et al. 2017	0.333333333	0	0.333333333	0	0.333333333	0	1	0	0
Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Frondibacter	mangrovi	Frondibacter mangrovi Yoon et al. 2017	0.5	0	0	0	0.5	0	0	0	0
Bacteria	Actinobacteria	Nitriliruptoria	Nitriliruptorales	Nitriliruptoraceae	Egicoccus	halophilus	Egicoccus halophilus Zhang et al. 2016	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Fabivirga	thermotolerans	Fabivirga thermotolerans Tang et al. 2016	0	0	0.5	0	0.5	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Actibacterium	pelagium	Actibacterium pelagium Guo et al. 2017	0	0	0.5	0	0.5	0	0	0	0
