VAR	ABL1_BCR	ABL1_NUP214	CRLF2_P2RY8	DUX4	ETV6	ETV6_ABL1	ETV6_PAX5	ETV6_RUNX1	IGH_BCL2	IGH_CRLF2	IGH_DUX4	IGH_EPOR	IKZF1	JAK2	KMT2A	KMT2A_AFF1	KMT2A_EPS15	KMT2A_MLLT1	MEF2D_BCL9	PAX5	PAX5_CBFA2T3	PAX5_JAK2	PDGFRB_EBF1	TCF3_HLF	TCF3_PBX1	TCF3_ZNF384	ZNF384_EP300
BMPR1B	0.43001691590931	1.11162907371854	-0.0132959820742633	-0.739097314685789	0.082722830469362	-0.786398395271357	-0.557088217272084	0.89923418087239	-0.0525903419357964	0.453110924235973	-0.420603112624663	1.18291466675217	0.659265382785447	1.09404387892598	-0.828654210902701	-0.886918774450653	-1.19627578547285	-1.25539426434703	-0.914372736184395	-0.465674330384018	-0.397513281290039	0.659318081392566	1.29918201248001	-0.889908758816422	-1.08360670158544	-1.02750769126591	-0.866736198091897
FCHSD1	-0.587710186195586	-1.2044683319947	-0.600247568525241	0.000893366468367687	-0.711497587426853	-0.336320532701926	0.975002452216854	0.811731572535545	0.760811143567295	-0.950821954444818	-0.136336338271328	-1.2572902236902	0.679643090702335	-0.549807522568462	0.800780574431675	0.875289179984619	0.301575162811763	0.729280814872454	0.927510923829501	-0.134801588944229	1.04534499979333	-1.1205419496363	-0.818419759367353	0.364703856662156	0.774370171009206	-0.154279980531259	-1.08126338584037
SV2A	0.812252951625367	0.970776614221153	0.447058113896886	-0.730216693879005	0.0980916442247994	0.270832588619413	1.11520851357105	-0.539562348758707	-1.3542866952684	0.741668277439008	-0.8763804659647	0.998192533046843	0.29744538104874	0.442933624429592	-1.34490434046638	-1.53532223173987	-1.30440624713416	0.0559625172714464	1.07962614539653	0.219978460969564	0.72691425596567	0.677775956058381	0.980648452182576	-0.426978339844321	0.305881483021389	0.241602899066072	0.226344387014668
KHDRBS3	0.555079744277818	0.831680059638452	0.36107275282903	-0.522725212573505	0.832426183287265	0.893343613297857	-0.271412439620646	0.810550374784568	-0.657566385528109	0.293334967841334	-0.948798066403682	0.129136715829602	0.454713842064025	-0.0824872173634271	-0.72302552737767	-1.74357664314644	-1.94988407880624	-0.201290995683585	0.220332266033249	-0.299484113451753	0.522977416432203	0.207973326217168	0.934749545777853	-0.965761633827858	0.501160447263682	-0.684794031154866	-1.44873134177942
PLCB4	-0.494119371171583	-0.168529040409391	-0.585334085132196	-0.261016641981614	-0.0659350001660956	-0.307971459421958	-0.622993281484692	1.02421389317171	0.0815792475083703	-0.679034685642228	-0.589459660293901	-0.666368819623673	1.22674909084003	-0.563536342367785	0.551580865055163	0.794270754022937	0.251446073492803	1.40988949678366	-0.500806836130855	-0.698540015767769	-0.813448502642391	-0.850343719414907	-0.348606197530667	0.488586457628115	1.36542401026782	-0.39460325279502	-0.717802222270902
CNN3	0.590809866309299	0.49594378522682	-0.285137621283591	0.539636093907152	0.633644287406887	0.720758808994054	-1.036006166051	0.223005682054141	-0.395202822632903	0.00389397233025092	0.31122071942854	0.0371372372866038	0.522302770520958	0.725533582416914	-1.25476923301396	-1.45916211740201	-1.33879398048479	-1.07630630554121	-0.939461581223055	-0.585353367966992	-1.04153473201738	0.586419228562313	0.660069703835258	1.29485500271776	0.0967511298028242	1.90175281905681	1.83765740175202
CD34	0.586599160530749	0.659215402551159	-0.0669167011997437	1.07189850883483	-0.315822472858703	0.142253809779	-0.491513899742257	-0.309443212347001	-1.17238753738269	0.45264129082464	1.15638714085279	0.763369456937129	-0.605867219099213	0.427845734839388	-0.797581660778847	-0.199355737281647	-1.56119581967439	-0.126315787798571	-1.19509833077363	-0.537893656786617	-0.842853988710446	0.24207015138999	0.00796901866458473	-1.91612714523428	-1.62241852259904	0.945786833192737	0.970927034976611
SPATA6	-0.620002316983052	-0.173197512142296	-0.695425370999525	1.0719068492627	0.140791070251291	0.0411597065097909	-1.18699667826447	0.565187867269363	-0.106265007844351	-0.854671356035716	0.960056836651821	-1.08129866699616	-0.121917661002582	-0.519118151418639	0.408149711699551	1.42805598887399	-0.11469926827716	1.18133744919594	0.292011229943434	-0.540126089922329	-0.381398094619397	-1.08662586393196	-0.564890715232596	-0.150229586533246	0.428508436068327	-1.09679366432631	-0.94396069989415
PPM1H	-0.657902774463885	-0.586104865300757	-0.687604576939732	0.893125270840325	-0.207813890133173	-0.260180438497217	-0.698951975768772	-0.0871846206608202	0.0696315348867449	-0.753605791958748	1.06645808005348	-0.689635845997328	-0.0943633719297597	-0.690047251172224	0.781092915350074	1.68876887566294	1.26419778319018	1.17925843940956	0.725033792486038	0.0184398208848999	-0.736358080369304	-1.18650147939022	-0.89779059365283	1.08602939943723	-0.526119936418141	0.474440214364362	0.577359105585599
CYP46A1	-0.629613177115515	-1.00748839614986	-0.0117560161709934	1.38255892797614	-0.0640469419947286	0.274512519094963	-0.438777422225742	0.332750077659982	-0.436265839583766	-0.990274118093128	1.57409653317311	-0.922590518084057	0.0808657837462277	-0.801114330624165	0.694180658490455	0.669424250895846	0.774665345996651	1.00570101232373	1.12241246038099	-0.912200746873249	-0.426497194704213	-0.957170639410305	-1.01617268068226	0.429971168063811	0.714646832389644	-0.770626561541186	-0.037285837713548
SV2C	0.401753327650826	1.42954298743547	0.811831151374417	-0.575253967744394	-0.750992124879178	0.609524657723076	-0.771555411209039	-0.612174840415729	-0.469759678631362	1.10481062037362	-0.682865469824681	1.25700511599796	-0.314009013041468	1.50240443159496	-0.491810677370379	-0.199258568738268	-0.274514290504825	-0.361590234584653	-0.447373245346829	-0.107681709032722	-0.771432510378466	1.16146319157076	1.77376254952499	1.35576032464671	-0.669346274435864	-0.121922941217234	-0.205953654351061
ABHD12B	0.00588287256465982	0.947731951167994	0.777948437364396	-0.778936649035716	-0.100145321257408	-0.220648203320607	-1.00804159807585	-0.733657030885174	0.23913975460888	1.12481383629786	-0.91791977134824	1.32772404061103	-0.516602564574756	0.967055628080114	-0.348466519605942	-0.52043014339416	0.0168891574306244	-0.450804235160819	0.443699809530881	-0.0358403822509205	-0.862283047302909	0.904898496644224	0.372731763131136	-0.793354945092955	1.67082127736281	1.05365269695417	0.297314120435207
TPTEP1	-0.501418159465683	-0.805697167051399	-0.33846570634071	0.046727349979808	0.68214629082807	-0.628724289887865	-0.902483772223338	1.29407870857875	-0.230840714844605	-0.744515257856064	-0.258110934348153	-0.776322788203141	0.760454176692426	-0.863551159255232	-0.316607156065079	1.03701864197812	-0.434790505823817	0.591615017571484	-0.677735482492095	-0.773482120280709	-0.558156648890463	-0.765344750388575	-0.753314808086258	-0.845688909585493	-0.49055411423305	0.0932701821842455	1.04198589874271
DRAXIN	-0.237993549694508	-0.35946733509897	-0.399050428486456	-0.337391703671699	-0.713660481700748	-0.944439022565191	0.78225088630659	-0.659473523663212	-0.15890602165304	-0.412237139824276	-0.234135008006769	-0.555789871307258	0.141637906204308	-0.377998092506024	1.6245241223895	1.25099773742736	1.66185892941689	1.92624633272128	1.3547846516439	-0.178749003196964	0.642728235869122	-0.530247284549834	-0.620799640696132	1.12461672045354	1.9215424827478	-0.670605100046569	-0.556334514607389
TENM4	-0.170518180924318	-0.891462408740084	0.333658750549701	-0.026260487823599	0.417085595303451	0.325405465657726	0.697605643595636	0.849272812556618	-1.14824284589317	-0.214756004996396	0.219957725973434	-0.629775718086103	0.354991914684344	-1.17886686586919	-0.951419033023812	-1.28004014851111	-1.22950101604293	-1.02372634791117	1.33208904587563	-0.218566393969034	1.21516284340653	-0.320855109780315	-0.649991773478879	1.3147716720748	1.25654186352095	-1.15321853767201	-1.51267338667001
C12orf77	-0.216420833322838	-0.118396975790872	-0.117391796030512	-0.590307656751495	-0.580619294145866	-0.630622364949714	0.657961137948756	-0.878225774137153	0.152179425677561	0.0655358883190519	-0.826239575762498	-0.51583732342048	-0.604001017814081	-0.722032435658178	1.05002700703834	1.18959557720482	0.965842443720713	0.801404969880843	1.62783467426518	0.643867960965588	0.861750018364098	-0.127386719607253	-0.21521261080419	0.777050577280548	1.7501998754674	-0.823670660103745	-0.963774968933993
APBB2	-0.573507083443262	-0.911274785266352	-0.230989081144766	0.476501649081198	0.0247579327503304	0.471005122331895	0.801691911056722	0.505320584545074	0.837558011049943	-0.916144223825164	0.219968033176649	-1.16979102960664	0.880786408083107	-0.588366806995451	0.909007245847228	0.777001651217321	0.676761203696626	0.745507366023593	0.705715331203229	-0.570935115828423	1.07960264701142	-0.671399059960431	-0.652494364814143	1.67581357766892	1.29735314041718	-0.274064752360242	-1.52498444731539
RHOBTB1	-0.50586244812617	-0.106618146305111	-0.952009292953375	1.0956018220735	0.180042843823928	-0.292194870772938	-1.55987263055019	0.568571002739876	0.00338454175759499	-1.09890896194689	0.878856345004805	-0.632203403806271	-0.632919862886092	-1.11428419219032	-0.0999761695771085	-0.096952762175558	-0.215452651704753	0.88453221537175	1.07225107382312	0.256471579401708	0.298898433131184	-0.704404164244745	0.444196244621952	1.0709071108117	1.293846573713	-0.647004499406136	-0.102096470322744
SOCS2	0.494471902811802	0.544944900194582	0.314042595602339	-0.496024385873685	0.0410260491249065	0.695913956889959	0.15295752976575	0.147734123057739	-0.603172492346717	0.46777266707885	-0.512411950326027	0.672729525020463	-0.630280917125897	0.638741324760108	-0.18538379850033	0.63270834467826	0.711828256198241	0.20641091768053	-3.42158589770277	-0.00454230590620157	-0.965102442690628	0.988887360105377	0.897337307207814	0.344960384464147	-2.58051670508113	-0.0978240799219303	-0.537567464986198
PTGDR	0.374315630160168	0.625218806812525	0.361572137964687	0.331508666417627	0.878791036399034	-0.0854934256776945	-0.602261854490758	0.437165771557299	-1.15753978599199	0.403648966478925	0.701384886979543	0.866764380997687	0.799683259105188	0.218318887860687	-1.3032543710212	-1.35772864948599	-1.82644567238771	-1.04781475339486	-0.274231518173671	-0.446827515844979	-0.257948925158378	0.865275153948819	1.3019598901298	-1.15786302800713	-0.615056712079592	-0.877711921784444	-1.30483897755831
OR13A1	-0.0598922709278946	0.364022617387441	0.454812988245133	0.0317098706264326	0.393355624018539	0.696435864252866	-1.28912029709328	1.24037973803323	1.08611007935979	0.345609005155789	0.140244368741724	0.0272326074859757	0.765063643615089	-0.124770942968891	-1.35415406319184	-1.36603396889751	-1.36338654057978	-1.32453666427291	-0.496681978894915	-0.614757029776131	-0.450099648608862	0.172928243547505	-0.00422087571248461	-0.951449873748969	-0.996921250352035	-0.0679097447624248	0.498179351436167
ADAMTS15	-0.575803594560935	-0.636371434722887	-0.358416486125946	2.24184607098103	0.803745744694371	-0.0759056334358816	-0.62614793043055	0.986458233620604	-0.801678110917761	-0.500969158593457	1.95230434414729	-0.547401787337265	0.191045456847191	-0.647404469695229	-0.251115737775414	-0.576681950471499	-0.675326773859693	-0.339742132541373	-0.137243505292254	-0.454293235789257	-0.458706313461409	-0.650157218441388	-0.553759181080081	-0.621044185744722	-0.323383298493892	-0.478108659315366	-0.584176471641103
